Make,Model,Details,Storage,Device,Monthly Policy Price,Replacement Price,Release Price,Release Price url,Os,InitialVersion,MaxVersion,Processor,Cores,Memory,SSD,Physical Screen,Resolution,Camera,4G,Frequency,Release Date,Picture,Urls,Replacement Make,Replacement Model,Replacement Memory,
Sony,Xperia E4g,XPERIA E4G E2003,8,"'E2053','E2003','E2006'",3.99,£76.04,£99.00,http://www.techradar.com/news/phone-and-communications/mobile-phones/sony-xperia-e4g-gives-the-e4-a-speed-injection-making-it-redundant-1285679,Android,4.4.4,,1500,4,1024,Y,119.38,540x960,5,Y,850 / 900 / 1800 / 1900,4 /15,,http://www.gsmarena.com/sony_xperia_e4g-7059.php,,,,
Sony,Xperia go,XPERIA GO ST27I,8,'ST27i',4.99,£95.05,£199.00,http://www.trustedreviews.com/sony-xperia-go-review,Android,2.3,4.1.2,1000,2,512,Y,88.9,320x480,5,N,850 / 900 / 1800 / 1900,7/12,,http://www.gsmarena.com/sony_xperia_go-4782.php,,,,
Sony,Xperia J,XPERIA J ST26I,4,"'ST26a','ST26i'",4.99,£95.00,£170.00,http://www.trustedreviews.com/sony-xperia-j-st26i-review,Android,4.0.4,4.1.2,1000,1,512,Y,101.6,480x854,5,N,850 / 900 / 1800 / 1900,10/12,,http://www.gsmarena.com/sony_xperia_j-4930.php,,,,
Sony,Xperia L,XPERIA L C2105,8,"'C2104','C2105'",4.99,£110.08,£249.99,http://www.trustedreviews.com/sony-xperia-l-review,Android,4.1,4.2.2,1000,2,1024,Y,109.22,480x854,8,N,850 / 900 / 1800 / 1900,5/13,,http://www.gsmarena.com/sony_xperia_l-5363.php,,,,
Sony,Xperia M,XPERIA M C1905,4,"'C1904','C1905'",4.99,£84.09,£179.99,http://www.trustedreviews.com/sony-xperia-m-review,Android,4.1,4.3,1000,2,1024,Y,101.6,480x854,5,N,850 / 900 / 1800 / 1900,8/13,,http://www.gsmarena.com/sony_xperia_m-5497.php,,,,
Sony,Xperia M2,XPERIA M2 D2303,8,"'D2303','D2305','D2306'",4.99,£101.94,£149.00,http://www.trustedreviews.com/sony-xperia-m2-review,Android,4.3,5.1,1200,4,1024,Y,121.92,540x960,8,Y,850 / 900 / 1800 / 1900,5 / 14,,http://www.gsmarena.com/sony_xperia_m2-6146.php,,,,
Sony,Xperia M2 Aqua,Xperia M2 Aqua,8,"'D2403','D2406'",4.99,,£219.00,http://www.wired.co.uk/article/sony-xperia-m2-aqua,Android,4.4.2,5.1.1,1200,4,1024,Y,121.92,540x960,8,Y,850 / 900 / 1800 / 1900,4/14,,http://www.gsmarena.com/sony_xperia_m2_aqua-6582.php,Sony,Xperia M4 Aqua,8,
Sony,Xperia M4 Aqua,XPERIA M4 E2303,8,"'E2303','E2306','E2353'",4.99,£131.11,£199.99,http://www.trustedreviews.com/sony-xperia-m4-aqua-review,Android,5.0,6.0,1500,4,2048,Y,127,720x1280,13,Y,850 / 900 / 1800 / 1900,6/15,,http://www.gsmarena.com/sony_xperia_m4_aqua-7068.php,,,,
Sony,Xperia M5,XPERIA M5 E5603,16,"'E5603','E5606','E5653'",5.49,£250.00,£299.00,http://www.xperiablog.net/2016/03/10/xperia-m5-now-available-through-sony-mobile-store-in-europe/,Android,5.0,5.1,2000,8,3072,Y,127,1080x1920,21,Y,850 / 900 / 1800 / 1900,9/15,,http://www.gsmarena.com/sony_xperia_m5-7464.php,,,,
Sony,Xperia P,XPERIA P LT22I,16,'LT22i',5.49,£160.00,£340.00,http://www.techradar.com/reviews/phones/mobile-phones/sony-xperia-p-1082016/review,Android,2.3,4.1,1000,2,1024,N,101.6,540x960,8,N,850 / 900 / 1800 / 1900,5/12,,http://www.gsmarena.com/sony_xperia_p-4436.php,,,,
Sony,Xperia PLAY,XPERIA PLAY R800I,0.39,"'R800a','R800i','R800x','R800at'",5.99,£225.00,£414.00,http://www.trustedreviews.com/sony-ericsson-xperia-play-review,Android,2.3.4,,1000,1,512,Y,101.6,480x854,5,N,850 / 900 / 1800 / 1900,3/11,,http://www.gsmarena.com/sony_ericsson_xperia_play-3608.php,,,,
Sony,Xperia S,XPERIA S LT26I,32,"'LT26i','SO-02D'",5.99,£172.75,£410.00,http://www.trustedreviews.com/sony-xperia-s-review,Android,2.3,4.1.2,1500,2,1024,N,109.22,720x1280,12,N,850 / 900 / 1800 / 1900,2/12,,http://www.gsmarena.com/sony_xperia_s-4369.php,,,,
Sony,Xperia SP,XPERIA SP C5303,8,"'M35c','C5303','C5302','C5306','M35h','M35t'",4.99,£139.85,£300.00,http://www.pcadvisor.co.uk/review/mid-range-smartphones/sony-xperia-sp-review-android-smartphone-3450632/,Android,4.1,4.3,1700,2,1024,Y,116.84,720x1280,8,Y,850 / 900 / 1800 / 1900,4/13,,http://www.gsmarena.com/sony_xperia_sp-5364.php,,,,
Sony,Xperia T,XPERIA T LT30P,16,"'LT30a','LT30at','LT30p','LT29i','LT30a','LT30p'",5.49,£197.29,£400.00,http://www.cnet.com/uk/products/sony-xperia-t/,Android,4.0.4,4.3,1500,2,1024,Y,115.57,720x1280,13,N,850 / 900 / 1800 / 1900,9/12,,http://www.gsmarena.com/sony_xperia_t-4899.php,,,,
Sony,Xperia T2 Ultra,Xperia T2 Ultra,8,"'D5303','D5306','D5316','D5316N','D5322'",5.49,,£319.99,http://www.xperiablog.net/2014/06/11/surprise-xperia-t2-ultra-available-in-europe-after-all/,Android,4.3,4.4.2,1400,4,1024,Y,152.4,720 x 1280,13,Y,850 / 900 / 1800 / 1900,5/14,,http://www.gsmarena.com/sony_xperia_t2_ultra-5965.php,Sony,Xperia M4 Aqua,8,
Sony,Xperia T3,Xperia T3,8,"'D5102','D5103','D5106'",5.49,,£299.00,http://www.trustedreviews.com/sony-xperia-t3-review,Android,4.4.2,,1400,4,1024,Y,134.62,720 x 1280,8,Y,850 / 900 / 1800 / 1900,7/14,,http://www.gsmarena.com/sony_xperia_t3-6408.php,Sony,Xperia M4 Aqua ,8,
Sony,Xperia U,XPERIA U ST25I,8,"'ST25a','ST25i'",4.99,£97.50,£189.00,http://www.techradar.com/reviews/phones/mobile-phones/sony-xperia-u-1082487/review,Android,2.3,4.0,1000,2,512,N,88.9,480x854,5,N,850 / 900 / 1800 / 1900,5/12,,http://www.gsmarena.com/sony_xperia_u-4437.php,,,,
Sony,Xperia Z,XPERIA Z C6603,16,"'SO-02E','C6602','C6603','C6606','C6616','L36h'",5.49,£230.71,£242.75,http://www.techradar.com/reviews/phones/mobile-phones/sony-xperia-z-1119637/review,Android,4.1.2,5.1.1,1500,4,2048,Y,127,1080x1920,13,Y,850 / 900 / 1800 / 1900,2/13,,http://www.gsmarena.com/sony_xperia_z-5204.php,,,,
Sony,Xperia Z Ultra,XPERIA Z ULTRA C6833,16,"'C6802','C6806','C6833','C6843','SGP412','SOL24','XL39h'",5.49,£301.29,£600.00,http://www.trustedreviews.com/sony-xperia-z-ultra-review,Android,4.2,5.1,2200,4,2048,Y,162.56,1080x1920,8,Y,850 / 900 / 1800 / 1900,7/13,,http://www.gsmarena.com/sony_xperia_z_ultra-5540.php,,,,
Sony,Xperia Z1,XPERIA Z1 C6903,16,"'C6902','C6903','C6906','C6916','C6943','L39h','L39t','L39u','SO-01F','SOL23'",5.49,£229.44,£599.00,http://www.techradar.com/reviews/phones/mobile-phones/sony-xperia-z1-1177393/review,Android,4.2,5.1,2200,4,2048,Y,127,1080x1920,20,Y,850 / 900 / 1800 / 1900,9/13,,http://www.gsmarena.com/sony_xperia_z1-5596.php,,,,
Sony,Xperia Z1 Compact,XPERIA Z1 COMPACT D5503,16,"'D5503','M51w'",5.49,£222.05,£430.00,http://www.trustedreviews.com/sony-xperia-z1-compact-review,Android,4.3,5.1,2200,4,2048,Y,109.22,720x1280,20,Y,850 / 900 / 1800 / 1900,1/14,,http://www.gsmarena.com/sony_xperia_z1_compact-5753.php,,,,
Sony,Xperia Z2,XPERIA Z2 D6503,16,"'D6502','D6503','D6543','SO-03F'",5.64,£281.76,£569.99,http://www.trustedreviews.com/sony-xperia-z2-review,Android,4.4.2,6.0,2300,4,3072,Y,132.08,1080x1920,20,Y,850 / 900 / 1800 / 1900,4/14,,http://www.gsmarena.com/sony_xperia_z2-6144.php,,,,
Sony,Xperia Z3 Compact,XPERIA Z3 COMPACT D5803,16,"'D5803','D5833','SO-02G'",6.14,£232.32,£430.00,http://www.trustedreviews.com/sony-xperia-z3-compact-review,Android,4.4.4,6.0,2500,4,2048,Y,116.84,720x1280,20,Y,850 / 900 / 1800 / 1900,9/14,,http://www.gsmarena.com/sony_xperia_z3_compact-6538.php,,,,
Sony,Xperia Z3,XPERIA Z3 D6603,16,"'401SO','D6603','D6616','D6643','D6646','D6653','SO-01G','SOL26','leo'",6.14,£305.23,£498.00,http://www.expertreviews.co.uk/mobile-phones/1401456/sony-xperia-z3-review,Android,4.4.4,6.0,2500,4,3072,Y,132.08,1080x1920,20,Y,850 / 900 / 1800 / 1900,9/14,,http://www.gsmarena.com/sony_xperia_z3-6539.php,,,,
Sony,Xperia Z3,XPERIA Z3 D6603,32,"'401SO','D6603','D6616','D6643','D6646','D6653','SO-01G','SOL26','leo'",6.99,,£548.00,,Android,4.4.4,6.0,2500,4,3072,Y,132.08,1080x1920,20,Y,850 / 900 / 1800 / 1900,9/14,,http://www.gsmarena.com/sony_xperia_z3-6539.php,Sony,Xperia Z3+,32,
Sony,Xperia Z3+,XPERIA Z3+ E6553,32,'E6553',6.14,£331.05,£549.00,http://www.ibtimes.co.uk/sony-xperia-z3-retail-price-surfaces-smartphone-open-pre-ordering-uk-1503103,Android,5.0,6.0,1500,4,3072,Y,132.08,1080x1920,20,Y,850 / 900 / 1800 / 1900,6/15,,http://www.gsmarena.com/sony_xperia_z3+-6878.php,,,,
Sony,Xperia Z5 Compact,XPERIA Z5 COMPACT E5823,32,"'E5803','E5823','SO-02H'",5.99,£295.90,£450.00,http://www.trustedreviews.com/sony-xperia-z5-compact-review,Android,5.1.1,6.0,1500,4,2048,Y,116.84,720x1280,23,Y,850 / 900 / 1800 / 1900,10/15,,http://www.gsmarena.com/sony_xperia_z5_compact-7535.php,,,,
Sony,Xperia Z5,XPERIA Z5 E6653,32,"'501SO','E6603','E6653','SO-01H','SOV32'",6.99,£399.26,£549.00,http://www.trustedreviews.com/sony-xperia-z5-review,Android,5.1.1,6.0,1500,4,3072,Y,132.08,1080x1920,23,Y,850 / 900 / 1800 / 1900,10/15,,http://www.gsmarena.com/sony_xperia_z5-7534.php,,,,
Sony,Xperia Z5 Premium,XPERIA Z5 PREMIUM E6853,32,"'E6853','SO-03H'",7.99,£441.78,£629.00,http://www.trustedreviews.com/sony-xperia-z5-premium-review,Android,5.1.1,6.0,1500,4,3072,Y,139.7,2160x3840,23,Y,850 / 900 / 1800 / 1900,11/15,,http://www.gsmarena.com/sony_xperia_z5_premium-7536.php,,,,
Wileyfox,Swift,Wileyfox Swift,16,'crackling',3.99,,£129.00,https://www.wileyfox.com/swift/,Cyanogen,12.1,,1200,4,2048,Y,127,1280x720,13,Y,850 / 900 / 1800 / 1900,9/15,,,,,,
Wileyfox,Storm,Wileyfox Storm,32,'kipper',4.99,,£199.00,https://www.wileyfox.com/storm/,Cyanogen,12.1,,1500,8,3072,Y,139.7,1920x1080,20,Y,850 / 900 / 1800 / 1900,9/15,,,,,,
Samsung,Galaxy J5,Galaxy J5,8,"'j53g','j5lte','j5ltechn','j5ltekx','j5nlte','j5ylte'",4.99,,£160.00,http://www.expertreviews.co.uk/mobile-phones/1404479/samsung-galaxy-j5-review-a-new-moto-g-killer,Android,5.1,,1200,4,1528,Y,127,720x1280,13,Y,850 / 900 / 1800 / 1900,6/15,,http://www.gsmarena.com/samsung_galaxy_j5-7184.php,,,,
Samsung,Galaxy J5,Galaxy J5,16,"'j53g','j5lte','j5ltechn','j5ltekx','j5nlte','j5ylte'",4.99,,£210.00,,Android,5.1,,1200,4,1528,Y,127,720x1280,13,Y,850 / 900 / 1800 / 1900,6/15,,http://www.gsmarena.com/samsung_galaxy_j5-7184.php,,,,
Samsung,Galaxy J5 (2016),Galaxy J5 (2016),16,"'j5x3g','j5xltecmcc','j5xnlte','j5xnltektt','j5xnltelgt','j5xnlteskt'",4.99,,£160.00,http://www.mirror.co.uk/tech/samsung-galaxy-j5-review-samsungs-7665065,Android,6.0.1,,1200,4,2048,Y,132.08,720x1280,13,Y,850 / 900 / 1800 / 1900,4/16,,http://www.gsmarena.com/samsung_galaxy_j5_%282016%29-7869.php,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,,N8,16,,,,£429.00,http://www.cnet.com/uk/products/nokia-n8/,Symbian,,,,,,Y,88.9,360x640,12,N,,10/10,,http://www.gsmarena.com/nokia_n8-3252.php,,,,
OYSTA,,PEARL PLUS,N,,,,,,,,,,,,N,33.02,92 x 44,N,N,,7/13,,http://www.oysta-technology.com/products/oysta-pearl.html,,,,
Nokia,,301,0.25,,,,£70,http://www.techradar.com/reviews/phones/mobile-phones/nokia-301-1133525/review#best-price-article-top,Symbian,,,,,64,Y,60.96,240x320,3,N,850 / 900 / 1800 / 1900,4/13,,http://www.gsmarena.com/nokia_301-5323.php,,,,
Nokia,,C6-00,0.24,,,,,,Symbian,,,,,,Y,81.28,360x640,5,N,,7/10,,http://www.gsmarena.com/nokia_c6-3229.php,,,,
Doro,,506,N,,,,£30.00,http://www.which.co.uk/reviews/simple-mobile-phones/doro-phoneeasy-506,,,,,,,N,35,128*160,N,N,900/1800,3/13,,http://www.doro.co.uk/doro-phoneeasy-506.html,,,,
Doro,,606,N,,,,£49.00,http://www.doro.co.uk/doro-phoneeasy-606.html,,,,,,,N,34,220 * 176,N,N,,3/13,,http://www.doro.co.uk/doro-phoneeasy-606.html,,,,
Doro,,612,N,,,,£80,http://www.doro.co.uk/doro-phoneeasy-612.html,,,,,,,Y,36,320*240,2,N,,4/12,,http://www.doro.co.uk/doro-phoneeasy-612.html,,,,
Doro,,621,N,,,,£59.99,http://www.trustedreviews.com/doro-phoneeasy-621-review,,,,,,,Y,36,320 * 240,2,N,,4/12,,http://www.trustedreviews.com/doro-phoneeasy-621-photos-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
